Entrez ID 	Symbol 
2271	FH
2272	FHIT
22827	PUF60
22834	ZNF652
22835	ZFP30
22841	RAB11FIP2
22848	AAK1
22856	CHSY1
22863	ATG14
2287	FKBP3
22870	PPP6R1
22872	SEC31A
22883	CLSTN1
22914	KLRK1
22929	SEPHS1
22937	SCAP
22994	CEP131
23019	CNOT1
23048	FNBP1
23049	SMG1
23062	GGA2
23063	WAPL
23064	SETX
23071	ERP44
23086	EXPH5
23087	TRIM35
23097	CDK19
23122	CLASP2
23126	POGZ
23130	ATG2A
23131	GPATCH8
23133	PHF8
23144	ZC3H3
23158	TBC1D9
23170	TTLL12
23174	ZCCHC14
23178	PASK
23201	FAM168A
23204	ARL6IP1
23237	ARC
23246	BOP1
23277	CLUH
23291	FBXW11
23299	BICD2
23303	KIF13B
23307	FKBP15
23308	ICOSLG
23310	NCAPD3
23357	ANGEL1
23368	PPP1R13B
23369	PUM2
23381	SMG5
23387	SIK3
23394	ADNP
23399	CTDNEP1
23403	FBXO46
23451	SF3B1
23461	ABCA5
23462	HEY1
23468	CBX5
23478	SEC11A
23503	ZFYVE26
23505	TMEM131
23513	SCRIB
23527	ACAP2
23528	ZNF281
23534	TNPO3
23548	TTC33
23549	DNPEP
23556	PIGN
23558	WBP2
23586	DDX58
23600	AMACR
23613	ZMYND8
23635	SSBP2
23636	NUP62
23639	LRRC6
23642	SNHG1
23648	SSBP3
23787	MTCH1
24149	ZNF318
246175	CNOT6L
246184	CDC26
2495	FTH1
2527	FUT5
253260	RICTOR
2534	FYN
253724	TTC41P
254170	FBXO33
254251	LCORL
254359	ZDHHC24
254863	TMEM256
2553	GABPB1
255812	SDHAP1
256329	LMNTD2
257218	SHPRH
257415	FAM133B
25778	DSTYK
25790	CFAP45
25800	SLC39A6
25807	RHBDD3
2582	GALE
25829	TMEM184B
25844	YIPF3
25847	ANAPC13
25851	TECPR1
25855	BRMS1
25871	NEPRO
25885	POLR1A
25886	POC1A
25897	RNF19A
25898	RCHY1
25906	ANAPC15
25912	C1orf43
259282	BOD1L1
259307	IL4I1
25941	TPGS2
25957	PNISR
25959	KANK2
25962	VIRMA
25984	KRT23
25989	ULK3
25994	HIGD1A
25998	IBTK
26000	TBC1D10B
26005	C2CD3
26018	LRIG1
26019	UPF2
26048	ZNF500
26057	ANKRD17
26061	HACL1
26123	TCTN3
26133	TRPC4AP
26137	ZBTB20
26151	NAT9
26152	ZNF337
26160	IFT172
26224	FBXL3
26225	ARL5A
26234	FBXL5
26271	FBXO5
26471	NUPR1
26472	PPP1R14B
26503	SLC17A5
26511	CHIC2
26512	INTS6
26517	TIMM13
26519	TIMM10
26520	TIMM9
26580	BSCL2
26589	MRPL46
26788	SNORD60
26789	SNORD59A
2683	B4GALT1
26986	PABPC1
26993	AKAP8L
27037	TRMT2A
27068	PPA2
27077	B9D1
27086	FOXP1
27090	ST6GALNAC4
27097	TAF5L
2717	GLA
27230	SERP1
27244	SESN1
27257	LSM1
27289	RND1
2729	GCLC
27314	RAB30
27333	GOLIM4
27338	UBE2S
27339	PRPF19
2734	GLG1
2737	GLI3
2739	GLO1
2746	GLUD1
2764	GMFB
2800	GOLGA1
2801	GOLGA2
2804	GOLGB1
2805	GOT1
282991	BLOC1S2
282997	PDCD4-AS1
283050	ZMIZ1-AS1
283209	PGM2L1
283219	KCTD21
283464	GXYLT1
283596	SNHG10
283871	PGP
283932	FBXL19-AS1
284018	C17orf58
284076	TTLL6
284080	PICART1
2842	GPR19
284273	ZADH2
284325	C19orf54
284358	MAMSTR
284406	ZFP82
284440	LINC00663
284618	RUSC1-AS1
284649	SMG7-AS1
284801	MIR663AHG
284996	RNF149
285051	STPG4
285074	LOC285074
285172	FAM126B
285381	DPH3
285521	COX18
285527	FRYL
286101	ZNF252P
286205	SCAI
286262	TPRN
28955	DEXI
28957	MRPS28
28990	ASTE1
28992	MACROD1
29015	SLC43A3
29062	WDR91
29068	ZBTB44
29071	C1GALT1C1
29072	SETD2
29078	NDUFAF4
29080	CCDC59
29087	THYN1
29099	COMMD9
29102	DROSHA
29104	N6AMT1
29123	ANKRD11
2931	GSK3A
2932	GSK3B
2937	GSS
2941	GSTA4
2957	GTF2A1
2959	GTF2B
2976	GTF3C2
29760	BLNK
29789	OLA1
29799	YPEL1
29844	TFPT
29880	ALG5
29882	ANAPC2
29911	HOOK2
29920	PYCR2
29922	NME7
29925	GMPPB
29950	SERTAD1
29954	POMT2
29965	CDIP1
2997	GYS1
29979	UBQLN1
30	ACAA1
3013	HIST1H2AD
3015	H2AFZ
302	ANXA2
3021	H3F3B
3029	HAGH
3030	HADHA
3068	HDGF
30844	EHD4
30851	TAX1BP3
3094	HINT1
3150	HMGN1
3157	HMGCS1
3169	FOXA1
317762	CCDC85C
3181	HNRNPA2B1
3183	HNRNPC
3190	HNRNPK
3192	HNRNPU
326625	MMAB
3312	HSPA8
3313	HSPA9
3329	HSPD1
3364	HUS1
3376	IARS
338811	FAM19A2
339105	PRSS53
339123	JMJD8
339201	ASB16-AS1
339231	ARL16
339487	ZBTB8OS
339874	LOC339874
340359	KLHL38
342357	ZKSCAN2
343521	TCTEX1D4
344148	NCKAP5
344875	COL6A4P1
344967	LOC344967
345079	SOWAHB
346389	MACC1
347240	KIF24
348235	SKA2
348926	FAM86EP
3572	IL6ST
359948	IRF2BP2
3608	ILF2
3614	IMPDH1
3652	IPP
3660	IRF2
3661	IRF3
3709	ITPR2
3725	JUN
3727	JUND
373	TRIM23
3730	ANOS1
374969	SVBP
378	ARF4
379025	PSMA3-AS1
3836	KPNA1
3839	KPNA3
3845	KRAS
386593	CHKB-CPT1B
3866	KRT15
387	RHOA
387065	HMGA1P7
387254	SLC7A5P2
387640	SKIDA1
387723	C10orf143
387787	LIPT2
388011	LINC01550
388115	CCDC9B
388695	LYSMD1
388743	CAPN8
388962	BOLA3
389247	LOC389247
389289	ANXA2R
3914	LAMB3
3954	LETM1
3978	LIG1
3981	LIG4
399665	FAM102A
400027	LINC00938
400961	PAIP2B
401474	SAMD12
403	ARL3
4034	LRCH4
4040	LRP6
4047	LSS
406966	MIR191
406992	MIR210
4074	M6PR
4087	SMAD2
4134	MAP4
4149	MAX
414919	C8orf82
4151	MB
4170	MCL1
4209	MEF2D
421	ARVCF
4256	MGP
4285	MIPEP
4298	MLLT1
4329	ALDH6A1
4335	MNT
440026	TMEM41B
440081	DDX12P
440145	MZT1
440193	CCDC88C
440600	RBM15-AS1
440944	THUMPD3-AS1
440952	EIF1B-AS1
441009	CPEB2-AS1
444	ASPH
4627	MYH9
4628	MYH10
4644	MYO5A
4649	MYO9A
4659	PPP1R12A
4666	NACA
4668	NAGA
4691	NCL
4695	NDUFA2
4697	NDUFA4
4706	NDUFAB1
4719	NDUFS1
4738	NEDD8
4780	NFE2L2
4796	TONSL
4850	CNOT4
489	ATP2A3
4898	NRDC
4901	NRL
4913	NTHL1
492303	GEMIN8P4
4927	NUP88
4928	NUP98
4929	NR4A2
494324	MIR375
4953	ODC1
4999	ORC2
5007	OSBP
5034	P4HB
503569	RGMB-AS1
50484	RRM2B
5051	PAFAH2
506	ATP5B
5071	PRKN
5074	PAWR
5091	PC
50937	CDON
51001	MTERF3
51012	PRELID3B
51013	EXOSC1
51014	TMED7
51021	MRPS16
51028	VPS36
51031	GLOD4
51057	WDPCP
51067	YARS2
51074	APIP
51078	THAP4
51091	SEPSECS
51104	ABHD17B
51107	APH1A
51110	LACTB2
51123	ZNF706
51143	DYNC1LI1
51175	TUBE1
51185	CRBN
5119	CHMP1A
51231	VRK3
51265	CDKL3
51280	GOLM1
51281	ANKMY1
51290	ERGIC2
51295	ECSIT
51320	MEX3C
51341	ZBTB7A
51366	UBR5
514	ATP5E
51428	DDX41
51455	REV1
5147	PDE6D
5150	PDE7A
51503	CWC15
51520	LARS
51567	TDP2
51575	ESF1
51639	SF3B6
51643	TMBIM4
51649	MRPS23
51655	RASD1
51660	MPC1
51668	HSPB11
51699	VPS29
51710	ZNF44
51728	POLR3K
51735	RAPGEF6
51742	ARID4B
5175	PECAM1
51763	INPP5K
51773	RSF1
5187	PER1
5202	PFDN2
5205	ATP8B1
521	ATP5I
5245	PHB
5265	SERPINA1
5297	PI4KA
5298	PI4KB
5315	PKM
5324	PLAG1
5326	PLAGL2
53339	BTBD1
53349	ZFYVE1
53371	NUP54
5339	PLEC
5346	PLIN1
5359	PLSCR1
5379	PMS2P1
5382	PMS2P4
5395	PMS2
54058	C21orf58
54064	LINC00160
54107	POLE3
5412	UBL3
54206	ERRFI1
5426	POLE
5428	POLG
5438	POLR2I
54454	ATAD2B
54461	FBXW5
54505	DHX29
54522	ANKRD16
54534	MRPL50
54545	MTMR12
54584	GNB1L
54621	VSIG10
5464	PPA1
54663	WDR74
54665	RSBN1
54676	GTPBP2
5471	PPAT
54726	OTUD4
54760	PCSK4
54776	PPP1R12C
54793	KCTD9
54799	MBTD1
54813	KLHL28
54822	TRPM7
54893	MTMR10
54894	RNF43
54897	CASZ1
54904	NSD3
54915	YTHDF1
54925	ZSCAN32
54927	CHCHD3
54929	TMEM161A
5493	PPL
54951	COMMD8
54958	TMEM160
54963	UCKL1
54980	C2orf42
54981	NMRK1
54987	C1orf123
54991	C1orf159
550	AUP1
55004	LAMTOR1
55012	PPP2R3C
55018	LINC00483
55023	PHIP
55033	FKBP14
55038	CDCA4
55051	NRDE2
55056	GABPB1-IT1
55061	SUSD4
55063	ZCWPW1
5507	PPP1R3C
55075	UACA
55088	CCDC186
5509	PPP1R3D
55111	PLEKHJ1
55122	AKIRIN2
55145	THAP1
5515	PPP2CA
55150	C19orf73
55152	DALRD3
55153	SDAD1
55156	ARMC1
55159	RFWD3
55173	MRPS10
55175	KLHL11
55180	LINS1
55192	DNAJC17
55204	GOLPH3L
55206	SBNO1
55208	DCUN1D2
55223	TRIM62
55236	UBA6
55252	ASXL2
55254	TMEM39A
55259	CASC1
5529	PPP2R5E
5532	PPP3CB
5534	PPP3R1
55342	STRBP
55349	CHDH
55432	YOD1
55512	SMPD3
55534	MAML3
55552	ZNF823
55553	SOX6
55596	ZCCHC8
55603	FAM46A
55605	KIF21A
55608	ANKRD10
5562	PRKAA1
55620	STAP2
55621	TRMT1
55647	RAB20
55657	ZNF692
55658	RNF126
5566	PRKACA
55660	PRPF40A
55677	IWS1
55683	KANSL3
55706	NDC1
55723	ASF1B
55726	INTS13
55743	CHFR
55744	COA1
55754	TMEM30A
55756	INTS9
55769	ZNF83
55776	SAYSD1
55781	RIOK2
55783	CMTR2
55791	LRIF1
55793	MINDY1
55829	SELENOS
55830	GLT8D1
55833	UBAP2
55870	ASH1L
55893	ZNF395
55930	MYO5C
55954	ZMAT5
56006	SMG9
5612	THAP12
56261	GPCPD1
563	AZGP1
5660	PSAP
56605	ERO1B
5662	PSD
56650	CLDND1
5683	PSMA2
56890	MDM1
56893	UBQLN4
56910	STARD7
56915	EXOSC5
56927	GPR108
56948	SDR39U1
56949	XAB2
56957	OTUD7B
56980	PRDM10
56998	CTNNBIP1
57003	CCDC47
5702	PSMC3
57037	ANKMY2
57097	PARP11
57102	C12orf4
57107	PDSS2
57120	GOPC
57128	LYRM4
57142	RTN4
57147	SCYL3
57169	ZNFX1
57182	ANKRD50
57186	RALGAPA2
572	BAD
57213	SPRYD7
57223	PPP4R3B
57226	LYRM2
57231	SNX14
57332	CBX8
57459	GATAD2B
57460	PPM1H
57466	SCAF4
57507	ZNF608
57509	MTUS1
57510	XPO5
5753	PTK6
57531	HACE1
57547	ZNF624
57549	IGSF9
57563	KLHL8
57570	TRMT5
57580	PREX1
57584	ARHGAP21
57591	MKL1
57610	RANBP10
57623	ZFAT
57630	SH3RF1
57649	PHF12
57658	CALCOCO1
57659	ZBTB4
57679	ALS2
57680	CHD8
57695	USP37
57701	NCKAP5L
57732	ZFYVE28
57794	SUGP1
57804	POLD4
5796	PTPRK
580	BARD1
58492	ZNF77
58495	OVOL2
58508	KMT2C
5861	RAB1A
5864	RAB3A
5870	RAB6A
5885	RAD21
5893	RAD52
5905	RANGAP1
59084	ENPP5
5916	RARG
5933	RBL1
5965	RECQL
5970	RELA
5980	REV3L
5989	RFX1
5990	RFX2
6023	RMRP
60313	GPBP1L1
60370	AVPI1
60386	SLC25A19
604	BCL6
60481	ELOVL5
60492	CCDC90B
60526	LDAH
606495	CYB5RL
6129	RPL7
6132	RPL8
6133	RPL9
6141	RPL18
6161	RPL32
6166	RPL36AL
6167	RPL37
6175	RPLP0
6187	RPS2
6217	RPS16
6238	RRBP1
6242	RTKN
63027	SLC22A23
631	BFSP1
63877	FAM204A
63894	VIPAS39
63933	MCUR1
6400	SEL1L
64091	POPDC2
64105	CENPK
64146	PDF
64207	IRF2BPL
64210	MMS19
64225	ATL2
6427	SRSF2
64284	RAB17
642843	CPSF4L
6432	SRSF7
64327	LMBR1
643339	LOC643339
643770	LINC02453
643836	ZFP62
64432	MRPS25
644656	LOC644656
644873	LINC01184
64493	LINC00235
645212	EIF3J-AS1
6464	SHC1
647033	PA2G4P4
64756	ATPAF1
6478	SIAH2
64800	EFCAB6
6482	ST3GAL1
64834	ELOVL1
64852	TUT1
64853	AIDA
6491	STIL
649159	NA
64927	TTC23
65003	MRPL11
65057	ACD
65059	RAPH1
65083	NOL6
65094	JMJD4
65117	RSRC2
651430	FLJ38576
65260	COA7
65263	PYCR3
653319	KIAA0895L
653479	MRPL45P2
653784	MZT2A
654841	LOC654841
6596	HLTF
65981	CAPRIN2
65988	ZNF747
6599	SMARCC1
6627	SNRPA1
6633	SNRPD2
6654	SOS1
6747	SSR3
6767	ST13
678	ZFP36L2
6780	STAU1
6782	HSPA13
6790	AURKA
6801	STRN
6827	SUPT4H1
6856	SYPL1
6868	ADAM17
687	KLF9
6903	TBCC
6911	TBX6
6921	ELOC
6923	ELOB
6926	TBX3
6929	TCF3
693196	MIR611
694	BTG1
6950	TCP1
699	BUB1
6993	DYNLT1
7005	TEAD3
7006	TEC
7014	TERF2
7071	KLF10
7073	TIAL1
7088	TLE1
7094	TLN1
7100	TLR5
7153	TOP2A
7156	TOP3A
7157	TP53
7163	TPD52
7175	TPR
7181	NR2C1
7203	CCT3
724028	MIR658
724033	MIR663A
7264	TSTA3
728568	C12orf73
728833	FAM72D
7297	TYK2
729975	LINC01530
730091	LINC00886
730183	LOC730183
730227	LINC01136
7323	UBE2D3
7337	UBE3A
7342	UBP1
7351	UCP2
7353	UFD1
7358	UGDH
7381	UQCRB
7391	USF1
7453	WARS
746	TMEM258
7494	XBP1
7498	XDH
7514	XPO1
7517	XRCC3
7531	YWHAE
7536	SF1
754	PTTG1IP
755	C21orf2
7555	CNBP
7562	ZNF708
7564	ZNF16
7572	ZNF24
7580	ZNF32
7594	ZNF43
767	CA8
7707	ZNF148
7738	ZNF184
7752	ZNF200
7763	ZFAND5
7764	ZNF217
7782	SLC30A4
7812	CSDE1
7855	FZD5
7884	SLBP
78998	RHPN1-AS1
79001	VKORC1
79002	TRIR
79020	C7orf25
79070	KDELC1
79072	FASTKD3
79075	DSCC1
79085	SLC25A23
79086	SMIM7
79090	TRAPPC6A
79134	TMEM185B
79135	APOO
79139	DERL1
79142	PHF23
79149	ZSCAN5A
79165	LENG1
79170	PRR15L
79191	IRX3
79573	TTC13
79587	CARS2
79590	MRPL24
79595	SAP130
79605	PGBD5
79639	TMEM53
79641	ROGDI
79646	PANK3
79654	HECTD3
79657	RPAP3
79670	ZCCHC6
79680	RTL10
79682	CENPU
79692	ZNF322
79724	ZNF768
79726	WDR59
79758	DHRS12
79791	FBXO31
79794	C12orf49
79809	TTC21B
79819	WDR78
79834	PEAK1
79842	ZBTB3
79862	ZNF669
79877	DCAKD
79887	PLBD1
79932	KIAA0319L
7994	KAT6A
79940	LINC00472
79944	L2HGDH
79963	ABCA11P
79970	ZNF767P
79973	ZNF442
79990	PLEKHH3
80004	ESRP2
80020	FOXRED2
80124	VCPIP1
80184	CEP290
80185	TTI2
80204	FBXO11
80208	SPG11
80212	CCDC92
80217	CFAP43
80218	NAA50
80256	FAM214B
80263	TRIM45
80267	EDEM3
8030	CCDC6
80321	CEP70
805	CALM2
80705	TSGA10
80728	ARHGAP39
8073	PTP4A2
80778	ZNF34
80824	DUSP16
81034	SLC25A32
8125	ANP32A
81558	FAM117A
81570	CLPB
81579	PLA2G12A
81617	CAB39L
81622	UNC93B1
81627	TRMT1L
81669	CCNL2
81689	ISCA1
81858	SHARPIN
81875	ISG20L2
8195	MKKS
8226	PUDP
8242	KDM5C
8330	HIST1H2AK
8331	HIST1H2AJ
8336	HIST1H2AM
8340	HIST1H2BL
83461	CDCA3
83468	GLT8D2
8347	HIST1H2BC
8351	HIST1H3D
836	CASP3
83606	GUCD1
8365	HIST1H4H
8366	HIST1H4B
83744	ZNF484
83855	KLF16
83861	RSPH3
83862	TMEM120A
83874	TBC1D10A
83877	TM2D2
83889	WDR87
83892	KCTD10
83896	KRTAP3-1
83940	TATDN1
8396	PIP4K2B
8398	PLA2G6
83990	BRIP1
84000	TMPRSS13
8402	SLC25A11
84067	FAM160A2
84078	KBTBD7
84080	ENKD1
84083	ZRANB3
8411	EEA1
84138	SLC7A6OS
84144	SYDE2
84146	ZNF644
8417	STX7
84181	CHD6
84193	SETD3
84196	USP48
84206	MEX3B
84217	ZMYND12
84221	SPATC1L
84279	PRADC1
84285	EIF1AD
84298	LLPH
84315	MON1A
84317	CCDC115
84324	SARNP
84326	METTL26
84330	ZNF414
84364	ARFGAP2
84437	MSANTD4
84447	SYVN1
84448	ABLIM2
84461	NEURL4
84525	HOPX
84656	GLYR1
84669	USP32
84681	HINT2
84687	PPP1R9B
84693	MCEE
84698	CAPS2
84727	SPSB2
8479	HIRIP3
84809	CROCCP2
84811	BUD13
84837	ARHGAP5-AS1
84844	PHF5A
84885	ZDHHC12
84892	POMGNT2
8490	RGS5
84902	CEP89
8491	MAP4K3
84912	SLC35B4
84918	LRP11
84955	NUDCD1
84967	LSM10
84978	FRMD5
8498	RANBP3
84986	ARHGAP19
85013	TMEM128
85025	TMEM60
8528	DDO
85302	FBF1
85365	ALG2
8537	BCAS1
8545	CGGBP1
85453	TSPYL5
85456	TNKS1BP1
85495	RPPH1
8570	KHSRP
8574	AKR7A2
8602	NOP14
8604	SLC25A12
8650	NUMB
8659	ALDH4A1
8660	IRS2
8664	EIF3D
868	CBLB
8683	SRSF9
8694	DGAT1
87	ACTN1
8702	B4GALT4
8724	SNX3
8761	PABPC4
8763	CD164
8775	NAPA
8800	PEX11A
8802	SUCLG1
8816	DCAF5
883	KYAT1
8834	TMEM11
8836	GGH
8847	DLEU2
8848	TSC22D1
8861	LDB1
8864	PER2
8869	ST3GAL5
8880	FUBP1
8884	SLC5A6
8890	EIF2B4
8898	MTMR2
8905	AP1S2
89122	TRIM4
8915	BCL10
8932	MBD2
8934	RAB29
8936	WASF1
8971	H1FX
8976	WASL
89890	KBTBD6
89894	TMEM116
90	ACVR1
90120	TMEM250
90141	EFCAB11
902	CCNH
9020	MAP3K14
9021	SOCS3
9031	BAZ1B
90353	CTU1
90378	SAMD1
904	CCNT1
90410	IFT20
90522	YIF1B
90529	STPG1
9053	MAP7
90576	ZNF799
90637	ZFAND2A
9064	MAP3K6
9073	CLDN8
90780	PYGO2
90809	PIP4P1
90835	CCDC189
90864	SPSB3
90874	ZNF697
91057	CCDC34
9110	MTMR4
91120	ZNF682
9120	SLC16A6
91272	BOD1
9136	RRP9
91369	ANKRD40
91582	RPS19BP1
91647	ATPAF2
91687	CENPL
91754	NEK9
9183	ZW10
9204	ZMYM6
9209	LRRFIP2
92105	INTS4
92255	LMBRD2
92305	TMEM129
92335	STRADA
9252	RPS6KA5
9276	COPB2
92806	CENPBD1
92815	HIST3H2A
92906	HNRNPLL
9300	SNORD28
9301	SNORD27
9302	SNORD26
9303	SNORD25
9310	ZNF235
9314	KLF4
9318	COPS2
93185	IGSF8
9320	TRIP12
93233	CCDC114
9324	HMGN3
93550	ZFAND4
9373	PLAA
9377	COX5A
9401	RECQL4
9404	LPXN
94097	SFXN5
94101	ORMDL1
94103	ORMDL3
9416	DDX23
94239	H2AFV
94241	TP53INP1
9441	MED26
9451	EIF2AK3
9497	SLC4A7
950	SCARB2
9501	RPH3AL
9513	FXR2
9517	SPTLC2
