Entrez ID	Symbol 
11234	HPS5
11235	PDCD10
11237	RNF24
11244	ZHX1
112479	ERI2
11252	PACSIN2
11255	HRH3
11257	TP53TG1
11258	DCTN3
11259	FILIP1L
11264	PXMP4
112714	TUBA3E
11276	SYNRG
1128	CHRM1
112812	FDX1L
11282	MGAT4B
11284	PNKP
112840	WDR89
112849	L3HYPDH
112885	PHF21B
1130	LYST
113026	PLCD3
113146	AHNAK2
11316	COPE
11320	MGAT4A
11322	TMC6
11326	VSIG4
11329	STK38
11331	PHB2
11332	ACOT7
11333	PDAP1
11334	TUSC2
11337	GABARAP
11343	MGLL
11344	TWF2
114038	LINC00313
114134	SLC2A13
114770	PGLYRP2
114781	BTBD9
114783	LMTK3
114784	CSMD2
114788	CSMD3
114825	PWWP2A
114876	OSBPL1A
114884	OSBPL10
114904	C1QTNF6
114907	FBXO32
114932	MRFAP1L1
115	ADCY9
115209	OMA1
1154	CISH
115509	ZNF689
115701	ALPK2
115749	C12orf56
115811	IQCD
115861	NXNL1
115939	TSR3
116064	LRRC58
1161	ERCC8
116143	WDR92
116238	TLCD1
116285	ACSM1
116379	IL22RA2
116412	ZNF837
116447	TOP1MT
116496	FAM129A
116985	ARAP1
116986	AGAP2
117145	THEM4
117178	SSX2IP
117246	FTSJ3
117283	IP6K3
1175	AP2S1
118424	UBE2J2
1186	CLCN7
118788	PIK3AP1
118812	MORN4
118924	FRA10AC1
118932	ANKRD22
119	ADD2
119559	SFXN4
119587	CPXM2
120227	CYP2R1
120425	JAML
121227	LRIG3
121274	ZNF641
121504	HIST4H4
121506	ERP27
122416	ANKRD9
123036	TC2N
123096	SLC25A29
123283	TARSL2
1236	CCR7
123722	FSD2
123803	NTAN1
123811	FOPNL
123879	DCUN1D3
124056	NOXO1
124274	GPR139
124359	CDYL2
124401	ANKS3
124402	UBALD1
124404	43355
124454	EARS2
124491	TMEM170A
124801	LSM12
124935	SLC43A2
124995	MRPL10
125058	TBC1D16
125150	ZSWIM7
125476	INO80C
125893	ZNF816
1259	CNGA1
125950	RAVER1
125972	CALR3
125981	ACER1
125988	C19orf70
126006	PCP2
126014	OSCAR
126119	JOSD2
126208	ZNF787
126231	ZNF573
126299	ZNF428
126308	MOB3A
126328	NDUFA11
126393	HSPB6
126661	CCDC163
126695	KDF1
127003	C1orf194
1271	CNTFR
127254	ERICH3
127544	RNF19B
127579	DCST2
127841	LINC00628
1280	COL2A1
128272	ARHGEF19
128338	DRAM2
128637	TBC1D20
1288	COL4A6
128853	DUSP15
128854	TSPY26P
128977	C22orf39
1290	COL5A2
129138	ANKRD54
129303	TMEM150A
1294	COL7A1
129642	MBOAT2
129787	TMEM18
130132	RFTN2
130355	C2orf76
130502	TTC32
1307	COL16A1
130940	CCDC148
131118	DNAJC19
131474	CHCHD4
131566	DCBLD2
131578	LRRC15
1316	KLF6
131601	TPRA1
132660	LIN54
132989	C4orf36
133686	NADK2
133957	CCDC127
134121	C5orf49
134147	CMBL
134359	POC5
134492	NUDCD2
1345	COX6C
1347	COX7A2
1365	CLDN3
136647	MPLKIP
1368	CPM
1370	CPN2
1374	CPT1A
1375	CPT1B
137797	LYPD2
137835	TMEM71
138151	NACC2
1382	CRABP2
1384	CRAT
1387	CREBBP
138715	ARID3C
1398	CRK
140459	ASB6
140680	C20orf96
140686	WFDC3
140688	NOL4L
1407	CRY1
140710	SOGA1
140730	RIMS4
140771	SMCR5
140838	NANP
140893	RBBP8NL
1412	CRYBA2
1428	CRYM
143098	MPP7
1431	CS
143162	FRMPD2
143384	CACUL1
143570	XRRA1
143666	LOC143666
143686	SESN3
143879	KBTBD3
143884	CWF19L2
143888	KDELC2
1441	CSF3R
144100	PLEKHA7
144453	BEST3
144501	KRT80
144699	FBXL14
1452	CSNK1A1
1453	CSNK1D
1454	CSNK1E
145407	C14orf37
145438	FRMD6-AS1
145508	CEP128
145553	MDP1
145748	LYSMD4
145783	LOC145783
145814	PGPEP1L
146057	TTBK2
146059	CDAN1
146330	FBXL16
146434	ZNF597
1465	CSRP1
146691	TOM1L2
146705	TEPSIN
146712	B3GNTL1
146760	RTN4RL1
147015	DHRS13
147463	ANKRD29
147686	ZNF418
147727	ILF3-AS1
147798	TMC4
147912	SIX5
147929	ZNF565
147948	ZNF582
148046	CIRBP-AS1
148109	FAM187B
148156	ZNF558
148189	LINC00662
148213	ZNF681
148223	C19orf25
148266	ZNF569
148304	C1orf74
148423	C1orf52
1487	CTBP1
148789	B3GALNT2
1488	CTBP2
148979	GLIS1
150082	LCA5L
150094	SIK1
1501	CTNND2
150147	UMODL1-AS1
150159	SLC9B1
1506	CTRL
150737	TTC30B
1508	CTSB
150962	PUS10
151011	43353
151126	ZNF385B
1512	CTSH
151525	WDSUB1
151648	SGO1
151903	CCDC12
151963	MB21D2
152006	RNF38
152110	NEK10
152485	ZNF827
152518	NFXL1
152789	JAKMIP1
1528	CYB5A
152926	PPM1K
153020	RASGEF1B
1534	CYB561
154043	CNKSR3
154075	SAMD3
154141	MBOAT1
154467	CCDC167
1549	CYP2A7
155054	ZNF425
157310	PEBP4
157567	ANKRD46
157574	FBXO16
157638	FAM84B
157657	C8orf37
157753	TMEM74
157869	SBSPON
158158	RASEF
158297	SAXO1
158427	TSTD2
159	ADSS
159013	CXorf38
159195	USP54
1595	CYP51A1
1600	DAB1
160140	C11orf65
1602	DACH1
160492	LMNTD1
160518	DENND5B
160760	PPTC7
1611	DAP
161145	TMEM229B
161291	TMEM30B
161829	EXD1
161835	FSIP1
162	AP1B1
162333	43169
162427	RETREG3
1628	DBP
162968	ZNF497
162979	ZNF296
162989	DEDD2
163050	ZNF564
163051	ZNF709
163059	ZNF433
163154	PRR22
1632	ECI1
163486	DENND1B
163786	SASS6
163859	SDE2
164045	HFM1
1642	DDB1
164832	LONRF2
1649	DDIT3
165082	ADGRF3
1655	DDX5
165545	DQX1
166	AES
166336	PRICKLE2
1676	DFFA
167691	LCA5
167838	TXLNB
168451	THAP5
168507	PKD1L1
168544	ZNF467
170691	ADAMTS17
170692	ADAMTS18
170960	ZNF721
171017	ZNF384
171586	ABHD3
1717	DHCR7
1729	DIAPH1
1731	43344
1740	DLG2
1742	DLG4
1760	DMPK
1767	DNAH5
1777	DNASE2
1806	DPYD
1814	DRD3
182	JAG1
1826	DSCAM
1831	TSC22D3
1838	DTNB
1839	HBEGF
1841	DTYMK
1843	DUSP1
1845	DUSP3
1848	DUSP6
1855	DVL1
1856	DVL2
1889	ECE1
1890	TYMP
1891	ECH1
1907	EDN2
191	AHCY
1912	PHC2
1915	EEF1A1
1936	EEF1D
1937	EEF1G
1948	EFNB2
1951	CELSR3
195828	ZNF367
196264	MPZL3
196294	IMMP1L
196394	AMN1
196441	ZFC3H1
196483	EEF2KMT
1969	EPHA2
196951	FAM227B
196993	CT62
197135	PATL2
1977	EIF4E
1992	SERPINB1
1997	ELF1
199745	THAP8
199746	U2AF1L4
1998	ELF2
199920	FYB2
199990	FAAP20
200014	CC2D1B
200162	SPAG17
200185	KRTCAP2
200186	CRTC2
2003	ELK2AP
200734	SPRED2
201191	SAMD14
201254	CENPX
201266	SLC39A11
201283	AMZ2P1
201294	UNC13D
2013	EMP2
201456	FBXO15
201501	ZBTB7C
201562	HACD2
201625	DNAH12
201725	C4orf46
201798	TIGD4
201895	SMIM14
202051	SPATA24
202151	RANBP3L
2023	ENO1
202459	OSTCP1
2029	ENSA
202915	TMEM184A
203062	TSNARE1
203228	C9orf72
203245	NAIF1
203259	FAM219A
2037	EPB41L2
204	AK2
204219	CERS3
2044	EPHA5
205717	USF3
2059	EPS8
2063	NR2F6
2066	ERBB4
2067	ERCC1
207	AKT1
2077	ERF
208	AKT2
2081	ERN1
2086	ERV3-1
21	ABCA3
210	ALAD
2100	ESR2
2104	ESRRG
2115	ETV1
2119	ETV5
2131	EXT1
2135	EXTL2
2138	EYA1
2146	EZH2
2153	F5
2161	F12
2170	FABP3
2176	FANCC
2193	FARSA
219347	TMEM254-AS1
2194	FASN
219402	MTIF3
219539	YPEL4
219541	MED19
219623	TMEM26
2197	FAU
219743	TYSND1
219790	RTKN2
219793	TBATA
219854	TMEM218
219988	PATL1
220064	ORAOV1
2203	FBP1
220388	CCDC89
220965	FAM13C
220980	TMEM72-AS1
221037	JMJD1C
221091	LRRN4CL
221154	MICU2
221223	CES5A
221424	LRRC73
221468	TMEM217
221496	LEMD2
221927	BRAT1
221955	DAGLB
221981	THSD7A
222	ALDH3B2
222235	FBXL13
222236	NAPEPLD
222255	ATXN7L1
222484	LNX2
222659	PXT1
2232	FDXR
2257	FGF12
2258	FGF13
2260	FGFR1
2263	FGFR2
2267	FGL1
2271	FH
2272	FHIT
2274	FHL2
2282	FKBP1AP1
22821	RASA3
22826	DNAJC8
22827	PUF60
22834	ZNF652
22835	ZFP30
22841	RAB11FIP2
22848	AAK1
22849	CPEB3
22856	CHSY1
22863	ATG14
2287	FKBP3
22870	PPP6R1
22872	SEC31A
22874	PLEKHA6
22883	CLSTN1
22887	FOXJ3
2289	FKBP5
22904	SBNO2
22914	KLRK1
22929	SEPHS1
22936	ELL2
22937	SCAP
22941	SHANK2
22955	SCMH1
22981	NINL
22982	DIP2C
22994	CEP131
22996	TTC39A
23017	FAIM2
23019	CNOT1
23023	TMCC1
23040	MYT1L
23043	TNIK
23046	KIF21B
23048	FNBP1
23049	SMG1
23057	NMNAT2
23062	GGA2
23063	WAPL
23064	SETX
2307	FOXS1
23071	ERP44
23074	UHRF1BP1L
23077	MYCBP2
23078	VWA8
23086	EXPH5
23087	TRIM35
23096	IQSEC2
23097	CDK19
23101	MCF2L2
23102	TBC1D2B
23105	FSTL4
23107	MRPS27
23122	CLASP2
23126	POGZ
23127	COLGALT2
23130	ATG2A
23131	GPATCH8
23133	PHF8
23140	ZZEF1
23144	ZC3H3
23150	FRMD4B
23157	43349
23158	TBC1D9
2316	FLNA
23170	TTLL12
23174	ZCCHC14
23178	PASK
2319	FLOT2
23195	MDN1
23201	FAM168A
23204	ARL6IP1
2321	FLT1
23210	JMJD6
23211	ZC3H4
2322	FLT3
23225	NUP210
23233	EXOC6B
23234	DNAJC9
23237	ARC
23242	COBL
23243	ANKRD28
23245	ASTN2
23246	BOP1
23277	CLUH
23291	FBXW11
23293	SMG6
23299	BICD2
2330	FMO5
23303	KIF13B
23306	NEMP1
23307	FKBP15
23308	ICOSLG
23310	NCAPD3
23313	KIAA0930
23331	TTC28
23332	CLASP1
23333	DPY19L1
23348	DOCK9
2335	FN1
23357	ANGEL1
23366	KIAA0895
23368	PPP1R13B
23369	PUM2
23381	SMG5
23387	SIK3
23389	MED13L
23394	ADNP
23396	PIP5K1C
23399	CTDNEP1
23401	FRAT2
23403	FBXO46
23405	DICER1
23426	GRIP1
23428	SLC7A8
23451	SF3B1
23461	ABCA5
23462	HEY1
23468	CBX5
23478	SEC11A
23481	PES1
23492	CBX7
23498	HAAO
23503	ZFYVE26
23505	TMEM131
23513	SCRIB
23527	ACAP2
23528	ZNF281
23529	CLCF1
23531	MMD
23534	TNPO3
23548	TTC33
23549	DNPEP
23554	TSPAN12
23556	PIGN
23558	WBP2
23562	CLDN14
23566	LPAR3
23576	DDAH1
23580	CDC42EP4
23586	DDX58
23598	PATZ1
23600	AMACR
23603	CORO1C
23604	DAPK2
23612	PHLDA3
23613	ZMYND8
23635	SSBP2
23636	NUP62
23639	LRRC6
23642	SNHG1
23648	SSBP3
23654	PLXNB2
23705	CADM1
23766	GABARAPL3
23787	MTCH1
24144	TFIP11
24146	CLDN15
24149	ZNF318
2444	FRK
246175	CNOT6L
246184	CDC26
2475	MTOR
2495	FTH1
2515	ADAM2
2527	FUT5
252839	TMEM9
253012	HEPACAM2
253260	RICTOR
2534	FYN
253724	TTC41P
2539	G6PD
253935	ANGPTL5
253959	RALGAPA1
254100	SSSCA1-AS1
254170	FBXO33
254251	LCORL
254268	AKNAD1
254359	ZDHHC24
254863	TMEM256
254958	REXO1L1P
255057	CBARP
255104	TMCO4
255189	PLA2G4F
2553	GABPB1
255762	PDZD9
255812	SDHAP1
256021	LINC01619
256126	SYCE2
256227	STEAP1B
256236	NAPSB
256329	LMNTD2
256471	MFSD8
256536	TCERG1L
256764	WDR72
256949	KANK3
257019	FRMD3
257106	ARHGAP30
257194	NEGR1
257218	SHPRH
257236	CCDC96
257415	FAM133B
25775	C22orf24
25777	SUN2
25778	DSTYK
25790	CFAP45
25800	SLC39A6
25803	SPDEF
25807	RHBDD3
2581	GALC
2582	GALE
25826	SNORD82
25829	TMEM184B
2584	GALK1
25841	ABTB2
25844	YIPF3
25847	ANAPC13
25851	TECPR1
25855	BRMS1
25871	NEPRO
25874	MPC2
25885	POLR1A
25886	POC1A
25890	ABI3BP
25897	RNF19A
25898	RCHY1
25906	ANAPC15
25912	C1orf43
25923	ATL3
259230	SGMS1
25925	ZNF521
259282	BOD1L1
2593	GAMT
259307	IL4I1
25941	TPGS2
25946	ZNF385A
25957	PNISR
25959	KANK2
25962	VIRMA
25963	TMEM87A
25984	KRT23
25989	ULK3
25994	HIGD1A
25998	IBTK
26000	TBC1D10B
26005	C2CD3
26011	TENM4
26018	LRIG1
26019	UPF2
26032	SUSD5
26034	IPCEF1
26038	CHD5
26046	LTN1
26048	ZNF500
26057	ANKRD17
26059	ERC2
26061	HACL1
26077	DKFZP434H168
26085	KLK13
26095	PTPN20
26123	TCTN3
26133	TRPC4AP
26137	ZBTB20
26151	NAT9
26152	ZNF337
26160	IFT172
26166	RGS22
26206	SPAG8
2621	GAS6
26224	FBXL3
26225	ARL5A
26231	LRRC29
26233	FBXL6
26234	FBXL5
26271	FBXO5
26286	ARFGAP3
2629	GBA
2632	GBE1
2635	GBP3
26468	LHX6
26471	NUPR1
26472	PPP1R14B
26503	SLC17A5
26509	MYOF
26511	CHIC2
26512	INTS6
26517	TIMM13
26519	TIMM10
26520	TIMM9
26580	BSCL2
26589	MRPL46
266675	BEST4
2669	GEM
266919	LINC00307
266977	ADGRF1
267	AMFR
2674	GFRA1
26784	SNORA64
26785	SNORD63
26788	SNORD60
26789	SNORD59A
26810	SNORD41
2683	B4GALT1
2695	GIP
26986	PABPC1
26993	AKAP8L
26995	TRUB2
27030	MLH3
27037	TRMT2A
27043	PELP1
27067	STAU2
27068	PPA2
27076	LYPD3
27077	B9D1
27086	FOXP1
27090	ST6GALNAC4
27095	TRAPPC3
27097	TAF5L
27121	DKK4
27146	FAM184B
27156	RSPH14
27161	AGO2
2717	GLA
27173	SLC39A1
27198	HCAR1
2720	GLB1
27230	SERP1
27240	SIT1
27242	TNFRSF21
27244	SESN1
27245	AHDC1
27257	LSM1
27284	SULT1B1
27289	RND1
2729	GCLC
27295	PDLIM3
27314	RAB30
27324	TOX3
27333	GOLIM4
27338	UBE2S
27339	PRPF19
2734	GLG1
27347	STK39
2737	GLI3
2739	GLO1
27440	HDHD5
27445	PCLO
2745	GLRX
2746	GLUD1
2752	GLUL
2762	GMDS
2764	GMFB
2768	GNA12
2782	GNB1
2786	GNG4
2788	GNG7
2793	GNGT2
2800	GOLGA1
2801	GOLGA2
2804	GOLGB1
2805	GOT1
2813	GP2
282809	POC1B
282974	STK32C
282991	BLOC1S2
282997	PDCD4-AS1
283050	ZMIZ1-AS1
283130	SLC25A45
283149	BCL9L
283209	PGM2L1
283219	KCTD21
283335	LOC283335
283385	MORN3
283403	C12orf80
283416	LINC01465
283417	DPY19L2
283440	ITFG2-AS1
283464	GXYLT1
283551	LINC01588
283596	SNHG10
283777	FAM169B
283849	EXOC3L1
283856	LOC283856
283870	BRICD5
283871	PGP
283932	FBXL19-AS1
283951	C16orf91
283987	HID1
284001	CCDC57
284013	VMO1
284018	C17orf58
284029	LINC00324
284076	TTLL6
284080	PICART1
284085	KRT18P55
284186	TMEM105
2842	GPR19
284252	KCTD1
284273	ZADH2
2843	GPR20
284325	C19orf54
284353	NKPD1
284358	MAMSTR
284406	ZFP82
284417	TMEM150B
284440	LINC00663
284451	ODF3L2
284454	LOC284454
284578	LOC284578
284618	RUSC1-AS1
284649	SMG7-AS1
284677	SNHG28
284702	NA
284801	MIR663AHG
284889	MIF-AS1
284996	RNF149
285051	STPG4
285074	LOC285074
28512	NKIRAS1
285172	FAM126B
285266	ENTPD3-AS1
285362	SUMF1
285368	PRRT3
285370	LINC00606
285381	DPH3
285521	COX18
285527	FRYL
285590	SH3PXD2B
285600	KIAA0825
285696	BASP1-AS1
285780	LY86-AS1
285847	LOC285847
285973	ATG9B
286	ANK1
286077	FAM83H
286101	ZNF252P
286133	SCARA5
286144	TRIQK
286151	FBXO43
286205	SCAI
286262	TPRN
286826	LIN9
2872	MKNK2
2874	GPS2
288	ANK3
2887	GRB10
2888	GRB14
28955	DEXI
28957	MRPS28
2897	GRIK1
2899	GRIK3
28990	ASTE1
28992	MACROD1
28996	HIPK2
29	ABR
290	ANPEP
2901	GRIK5
29015	SLC43A3
29028	ATAD2
2903	GRIN2A
2905	GRIN2C
29062	WDR91
29068	ZBTB44
29071	C1GALT1C1
29072	SETD2
29078	NDUFAF4
29079	MED4
29080	CCDC59
29082	CHMP4A
29087	THYN1
29089	UBE2T
29099	COMMD9
29102	DROSHA
29104	N6AMT1
29109	FHOD1
29119	CTNNA3
29123	ANKRD11
2918	GRM8
2920	CXCL2
2931	GSK3A
2932	GSK3B
2935	GSPT1
2937	GSS
2940	GSTA3
2941	GSTA4
2957	GTF2A1
2959	GTF2B
2972	BRF1
2976	GTF3C2
29760	BLNK
29775	CARD10
29789	OLA1
29799	YPEL1
2980	GUCA2A
29800	ZDHHC1
29842	TFCP2L1
29844	TFPT
29880	ALG5
29882	ANAPC2
29911	HOOK2
29920	PYCR2
29922	NME7
29925	GMPPB
29934	SNX12
29946	SERTAD3
29950	SERTAD1
29954	POMT2
29957	SLC25A24
29965	CDIP1
2997	GYS1
29979	UBQLN1
29980	DONSON
30	ACAA1
30000	TNPO2
30001	ERO1A
30008	EFEMP2
30061	SLC40A1
3010	HIST1H1T
3013	HIST1H2AD
3015	H2AFZ
3018	HIST1H2BB
302	ANXA2
3021	H3F3B
3024	HIST1H1A
3029	HAGH
3030	HADHA
3035	HARS
3068	HDGF
3073	HEXA
3081	HGD
30815	ST6GALNAC6
30844	EHD4
30851	TAX1BP3
3092	HIP1
3094	HINT1
30968	STOML2
3097	HIVEP2
312	ANXA13
3141	HLCS
3150	HMGN1
3155	HMGCL
3157	HMGCS1
3169	FOXA1
317649	EIF4E3
317762	CCDC85C
317772	HIST2H2AB
3181	HNRNPA2B1
3183	HNRNPC
3190	HNRNPK
3191	HNRNPL
319101	KRT73
3192	HNRNPU
323	APBB2
326625	MMAB
3312	HSPA8
3313	HSPA9
3321	IGSF3
3329	HSPD1
3337	DNAJB1
3339	HSPG2
333926	PPM1J
335	APOA1
3363	HTR7
3364	HUS1
337	APOA4
3376	IARS
337977	KRTAP21-1
3382	ICA1
338440	ANO9
3385	ICAM3
338596	ST8SIA6
338799	LINC01089
338811	FAM19A2
339105	PRSS53
339123	JMJD8
339201	ASB16-AS1
339229	OXLD1
339231	ARL16
339487	ZBTB8OS
339512	CCDC190
339761	CYP27C1
339789	LINC00299
339874	LOC339874
339894	LINC00880
339929	LPP-AS2
339965	CCDC158
339975	LOC339975
340152	ZC3H12D
340267	COL28A1
340286	FAM183BP
340359	KLHL38
340393	TMEM249
3416	IDE
3417	IDH1
3418	IDH2
342184	FMN1
3423	IDS
342357	ZKSCAN2
342979	PALM3
3431	SP110
343521	TCTEX1D4
343990	KIAA1211L
344148	NCKAP5
344875	COL6A4P1
344967	LOC344967
345079	SOWAHB
345274	SLC10A6
346007	EYS
346389	MACC1
346562	GNAT3
347240	KIF24
347365	ITIH6
3481	IGF2
348158	ACSM2B
348235	SKA2
348926	FAM86EP
348995	NUP43
351	APP
352909	DNAAF3
352954	GATS
353497	POLN
3567	IL5
3572	IL6ST
359948	IRF2BP2
3604	TNFRSF9
3608	ILF2
3614	IMPDH1
3617	IMPG1
3630	INS
364	AQP7
3643	INSR
3652	IPP
3659	IRF1
3660	IRF2
3661	IRF3
3664	IRF6
3667	IRS1
3679	ITGA7
3694	ITGB6
3705	ITPK1
3707	ITPKB
3709	ITPR2
3716	JAK1
3718	JAK3
3725	JUN
3727	JUND
3728	JUP
