MBid,agency_id,MB09_id,bseries_id
MB.0193,,,
MB.0194,,,
MB.0195,,,
MB.0196,,,
MB.0197,,,
MB.0198,,,
MB.0199,,,
MB.0200,,,
MB.0201,,,
MB.0202,,,
MB.0203,,,
MB.0204,,,
MB.0205,,,
MB.0206,,,
MB.0207,,,
MB.0209,,,
MB.0210,,,
MB.0211,,,
MB.0214,,,
MB.0215,,,
MB.0218,,,
MB.0220,,,
MB.0221,,,
MB.0222,,,
MB.0223,,,
MB.0224,,,
MB.0225,,,
MB.0226,,,
MB.0227,,,
MB.0228,,,
MB.0229,,,
MB.0230,,,
MB.0231,,,
MB.0232,,,
MB.0233,,,
MB.0234,,,
MB.0235,,,
MB.0236,,,
MB.0238,,,
MB.0239,,,
MB.0241,,,
MB.0242,,,
MB.0243,,,
MB.0244,,,
MB.0245,,,
MB.0247,,,
MB.0248,,,
MB.0249,,,
MB.0253,,,
MB.0256,,,
MB.0257,,,
MB.0258,,,
MB.0259,,,
MB.0260,,,
MB.0261,,,
MB.0262,,,
MB.0263,,,
MB.0264,,,
MB.0265,,,
MB.0266,,,
MB.0268,,,
MB.0269,,,
MB.0270,,,
MB.0272,,,
MB.0273,,,
MB.0275,,,
MB.0278,,,
MB.0279,,,
MB.0280,,,
MB.0281,,,
MB.0282,,,
MB.0283,,,
MB.0284,,,
MB.0285,,,
MB.0286,,,
MB.0287,,,
MB.0288,,,
MB.0289,,,
MB.0290,,,
MB.0291,,,
MB.0292,,,
MB.0293,,,
MB.0294,,,
MB.0295,,,
MB.0299,,,
MB.0301,,,
MB.0302,,,
MB.0303,,,
MB.0304,,,
MB.0305,,,
MB.0306,,,
MB.0307,,,
MB.0308,,,
MB.0309,,,
MB.0310,,,
MB.0311,,,
MB.0312,,,
MB.0313,,,
MB.0314,,,
MB.0315,,,
MB.0316,,,
MB.0317,,,
MB.0318,,,
MB.0319,,,
MB.0320,,,
MB.0321,,,
MB.0322,,,
MB.0324,,,
MB.0325,,,
MB.0326,,,
MB.0327,,,
MB.0328,,,
MB.0329,,,
MB.0330,,,
MB.0333,,,
MB.0335,,,
MB.0336,,,
MB.0339,,,
MB.0340,,,
MB.0341,,,
MB.0342,,,
MB.0343,,,
MB.0344,,,
MB.0345,,,
MB.0346,,,
MB.0347,,,
MB.0348,,,
MB.0349,,,
MB.0350,,,
MB.0351,,,
MB.0352,,,
MB.0353,,,
MB.0354,,,
MB.0355,,,
MB.0356,,,
MB.0358,,,
MB.0359,,,
MB.0360,,,
MB.0361,,,
MB.0362,,,
MB.0363,,,
MB.0364,,,
MB.0365,,,
MB.0366,,,
MB.0367,,,
MB.0368,,,
MB.0369,,,
MB.0370,,,
MB.0371,,,
MB.0372,,,
MB.0373,,,
MB.0374,,,
MB.0375,,,
MB.0377,,,
MB.0378,,,
MB.0379,,,
MB.0380,,,
MB.0381,,,
MB.0382,,,
MB.0383,,,
MB.0384,,,
MB.0385,,,
MB.0386,,,
MB.0388,,,
MB.0389,,,
MB.0390,,,
MB.0391,,,
MB.0392,,,
MB.0393,,,
MB.0394,,,
MB.0395,,,
MB.0396,,,
MB.0397,,,
MB.0398,,,
MB.0399,,,
MB.0400,,,
MB.0401,,,
MB.0402,,,
MB.0403,,,
MB.0404,,,
MB.0405,,,
MB.0406,,,
MB.0407,,,
MB.0408,,,
MB.0410,,,
MB.0411,,,
MB.0412,,,
MB.0413,,,
MB.0414,,,
MB.0417,,,
MB.0418,,,
MB.0419,,,
MB.0420,,,
MB.0421,,,
MB.0422,,,
MB.0423,,,
MB.0424,,,
MB.0425,,,
MB.0426,,,
MB.0427,,,
MB.0428,,,
MB.0429,,,
MB.0431,,,
MB.0432,,,
MB.0433,,,
MB.0434,,,
MB.0435,,,
MB.0436,,,
MB.0437,,,
MB.0438,,,
MB.0439,,,
MB.0440,,,
MB.0442,,,
MB.0443,,,
MB.0444,,,
MB.0445,,,
MB.0446,,,
MB.0448,,,
MB.0449,,,
MB.0451,,,
MB.0452,,,
MB.0453,,,
MB.0454,,,
MB.0455,,,
MB.0458,,,
MB.0459,,,
MB.0460,,,
MB.0462,,,
MB.0463,,,
MB.0464,,,
MB.0465,,,
MB.0466,,,
MB.0467,,,
MB.0468,,,
MB.0469,,,
MB.0470,,,
MB.0471,,,
MB.0472,,,
MB.0474,,,
MB.0475,,,
MB.0476,,,
MB.0478,,,
MB.0479,,,
MB.0480,,,
MB.0481,,,
MB.0482,,,
MB.0483,,,
MB.0484,,,
MB.0485,,,
MB.0486,,,
MB.0487,,,
MB.0488,,,
MB.0489,,,
MB.0490,,,
MB.0491,,,
MB.0492,,,
MB.0494,,,
MB.0495,,,
MB.0496,,,
MB.0497,,,
MB.0499,,,
MB.0500,,,
MB.0501,,,
MB.0502,,,
MB.0503,,,
MB.0504,,,
MB.0505,,,
MB.0506,,,
MB.0507,,,
MB.0508,,,
MB.0509,,,
MB.0510,,,
MB.0511,,,
MB.0512,,,
MB.0513,,,
MB.0514,,,
MB.0516,,,
MB.0517,,,
MB.0519,,,
MB.0521,,,
MB.0522,,,
MB.0524,,,
MB.0525,,,
MB.0526,,,
MB.0527,,,
MB.0528,,,
MB.0529,,,
MB.0531,,,
MB.0532,,,
MB.0534,,,
MB.0535,,,
MB.0536,,,
MB.0537,,,
MB.0538,,,
MB.0539,,,
MB.0540,,,
MB.0541,,,
MB.0542,,,
MB.0543,,,
MB.0544,,,
MB.0545,,,
MB.0546,,,
MB.0547,,,
MB.0549,,,
MB.0550,,,
MB.0551,,,
MB.0552,,,
MB.0553,,,
MB.0554,,,
MB.0558,,,
MB.0559,,,
MB.0564,,,
MB.0568,,,
MB.0569,,,
MB.0570,,,
MB.0571,,,
MB.0573,,,
MB.0574,,,
MB.0575,,,
MB.0576,,,
MB.0577,,,
MB.0578,,,
MB.0579,,,
MB.0580,,,
MB.0581,,,
MB.0582,,,
MB.0583,,,
MB.0584,,,
MB.0585,,,
MB.0586,,,
MB.0587,,,
MB.0588,,,
MB.0589,,,
MB.0590,,,
MB.0591,,,
MB.0592,,,
MB.0593,,,
MB.0594,,,
MB.0596,,,
MB.0597,,,
MB.0598,,,
MB.0599,,,
MB.0600,,,
MB.0601,,,
MB.0603,,,
MB.0605,,,
MB.0606,,,
MB.0607,,,
MB.0608,,,
MB.0609,,,
MB.0610,,,
MB.0611,,,
MB.0613,,,
MB.0614,,,
MB.0615,,,
MB.0616,,,
MB.0617,,,
MB.0618,,,
MB.0619,,,
MB.0620,,,
MB.0621,,,
MB.0623,,,
MB.0624,,,
MB.0626,,,
MB.0627,,,
MB.0628,,,
MB.0630,,,
MB.0631,,,
MB.0632,,,
MB.0634,,,
MB.0635,,,
MB.0636,,,
MB.0637,,,
MB.0638,,,
MB.0639,,,
MB.0640,,,
MB.0641,,,
MB.0642,,,
MB.0643,,,
MB.0644,,,
MB.0646,,,
MB.0649,,,
MB.0650,,,
MB.0652,,,
MB.0653,,,
MB.0654,,,
MB.0655,,,
MB.0656,,,
MB.0657,,,
MB.0658,,,
MB.0659,,,
MB.0660,,,
MB.0661,,,
MB.0662,,,
MB.0663,,,
MB.0664,,,
MB.0666,,,
MB.0667,,,
MB.0869,,,
MB.0872,,,
MB.0874,,,
MB.0876,,,
MB.0877,,,
MB.0880,,,
MB.0882,,,
MB.0884,,,
MB.0885,,,
MB.0891,,,
MB.0893,,,
MB.0895,,,
MB.0897,,,
MB.0899,,,
MB.0901,,,
MB.0904,,,
MB.0906,,,
MB.0907,,,
MB.2513,,,
MB.2517,,,
MB.2536,,,
MB.2556,,,
MB.2564,,,
MB.2610,,,
MB.2613,,,
MB.2614,,,
MB.2616,,,
MB.2617,,,
MB.2618,,,
MB.2624,,,
MB.2626,,,
MB.2629,,,
MB.2632,,,
MB.2634,,,
MB.2642,,,
MB.2643,,,
MB.2645,,,
MB.2669,,,
MB.2686,,,
MB.2705,,,
MB.2708,,,
MB.2711,,,
MB.2712,,,
MB.2718,,,
MB.2720,,,
MB.2721,,,
MB.2724,,,
MB.2725,,,
MB.2728,,,
MB.2730,,,
MB.2735,,,
MB.2742,,,
MB.2744,,,
MB.2745,,,
MB.2747,,,
MB.2749,,,
MB.2750,,,
MB.2752,,,
MB.2753,,,
MB.2754,,,
MB.2758,,,
MB.2760,,,
MB.2763,,,
MB.2764,,,
MB.2765,,,
MB.2767,,,
MB.2769,,,
MB.2770,,,
MB.2771,,,
MB.2772,,,
MB.2774,,,
MB.2778,,,
MB.2779,,,
MB.2781,,,
MB.2786,,,
MB.2790,,,
MB.2791,,,
MB.2792,,,
MB.2793,,,
MB.2795,,,
MB.2796,,,
MB.2797,,,
MB.2801,,,
MB.2803,,,
MB.2814,,,
MB.2815,,,
MB.2819,,,
MB.2820,,,
MB.2821,,,
MB.2823,,,
MB.2827,,,
MB.2833,,,
MB.2834,,,
MB.2835,,,
MB.2838,,,
MB.2840,,,
MB.2842,,,
MB.2843,,,
MB.2844,,,
MB.2845,,,
MB.2846,,,
MB.2847,,,
MB.2848,,,
MB.2849,,,
MB.2850,,,
MB.2851,,,
MB.2853,,,
MB.2854,,,
MB.2857,,,
MB.2858,,,
MB.2863,,,
MB.2867,,,
MB.2895,,,
MB.2896,,,
MB.2900,,,
MB.2901,,,
MB.2904,,,
MB.2912,,,
MB.2916,,,
MB.2917,,,
MB.2919,,,
MB.2922,,,
MB.2923,,,
MB.2927,,,
MB.2929,,,
MB.2931,,,
MB.2932,,,
MB.2933,,,
MB.2939,,,
MB.2944,,,
MB.2947,,,
MB.2951,,,
MB.2952,,,
MB.2953,,,
MB.2954,,,
MB.2957,,,
MB.2960,,,
MB.2963,,,
MB.2964,,,
MB.2966,,,
MB.2969,,,
MB.2970,,,
MB.2971,,,
MB.2977,,,
MB.2983,,,
MB.2984,,,
MB.2990,,,
MB.2993,,,
MB.2994,,,
MB.2996,,,
MB.2999,,,
MB.3001,,,
MB.3002,,,
MB.3005,,,
MB.3006,,,
MB.3007,,,
MB.3008,,,
MB.3013,,,
MB.3014,,,
MB.3016,,,
MB.3021,,,
MB.3025,,,
MB.3026,,,
MB.3028,,,
MB.3031,,,
MB.3032,,,
MB.3033,,,
MB.3035,,,
MB.3037,,,
MB.3046,,,
MB.3049,,,
MB.3050,,,
MB.3057,,,
MB.3058,,,
MB.3060,,,
MB.3062,,,
MB.3063,,,
MB.3064,,,
MB.3067,,,
MB.3079,,,
MB.3083,,,
MB.3085,,,
MB.3088,,,
MB.3092,,,
MB.3102,,,
MB.3103,,,
MB.3104,,,
MB.3105,,,
MB.3110,,,
MB.3121,,,
MB.3122,,,
MB.3123,,,
MB.3153,,,
MB.3165,,,
MB.3167,,,
MB.3171,,,
MB.3181,,,
MB.3211,,,
MB.3218,,,
MB.3222,,,
MB.3228,,,
MB.3235,,,
MB.3252,,,
MB.3253,,,
MB.3254,,,
MB.3266,,,
MB.3271,,,
MB.3272,,,
MB.3275,,,
MB.3277,,,
MB.3292,,,
MB.3295,,,
MB.3297,,,
MB.3298,,,
MB.3300,,,
MB.3301,,,
MB.3303,,,
MB.3328,,,
MB.3329,,,
MB.3341,,,
MB.3344,,,
MB.3350,,,
MB.3351,,,
MB.3355,,,
MB.3357,,,
MB.3360,,,
MB.3361,,,
MB.3363,,,
MB.3365,,,
MB.3367,,,
MB.3371,,,
MB.3378,,,
MB.3379,,,
MB.3381,,,
MB.3382,,,
MB.3383,,,
MB.3386,,,
MB.3388,,,
MB.3389,,,
MB.3395,,,
MB.3396,,,
MB.3402,,,
MB.3403,,,
MB.3412,,,
MB.3417,,,
MB.3429,,,
MB.3430,,,
MB.3435,,,
MB.3436,,,
MB.3437,,,
MB.3439,,,
MB.3450,,,
MB.3452,,,
MB.3453,,,
MB.3459,,,
MB.3462,,,
MB.3466,,,
MB.3467,,,
MB.3470,,,
MB.3476,,,
MB.3479,,,
MB.3487,,,
MB.3488,,,
MB.3490,,,
MB.3492,,,
MB.3497,,,
MB.3500,,,
MB.3502,,,
MB.3506,,,
MB.3510,,,
MB.3525,,,
MB.3526,,,
MB.3528,,,
MB.3530,,,
MB.3536,,,
MB.3545,,,
MB.3547,,,
MB.3548,,,
MB.3556,,,
MB.3567,,,
MB.3576,,,
MB.3582,,,
MB.3600,,,
MB.3606,,,
MB.3614,,,
MB.3702,,,
MB.3706,,,
MB.3707,,,
MB.3711,,,
MB.3748,,,
MB.3752,,,
MB.3754,,,
MB.3781,,,
MB.3797,,,
MB.3823,,,
MB.3824,,,
MB.3838,,,
MB.3840,,,
MB.3842,,,
MB.3850,,,
MB.3852,,,
MB.3854,,,
MB.3865,,,
MB.3866,,,
MB.3871,,,
MB.3874,,,
MB.3978,,,
MB.4362,8420378,,4799
MB.4408,8423237,,
MB.4417,8423721,,
MB.4421,8423773,,
MB.4603,8626833,,4562
MB.4630,8721318,,
MB.4653,8724707,,
MB.4670,8726051,,
MB.4681,8744934,,
MB.4682,8753676,,
MB.4697,8824134,,
MB.4704,8824694,,
MB.4708,8824837,,
MB.4715,8825875,,
MB.4760,8920361,,
MB.4782,8922228,,
MB.4798,8923554,,408
MB.4809,8924336,,395
MB.4823,8926030,,561
MB.4839,8943515,,
MB.4849,9021089,,
MB.4853,9021745,,
MB.4876,9024954,,1194
MB.4880,9025348,,
MB.4882,9025561,,
MB.4886,9025899,,
MB.4897,9026745,,
MB.4900,9027096,,
MB.4931,9120843,,
MB.4945,9121980,,
MB.4950,9122599,,
MB.4966,9123181,,
MB.4987,9124110,,
MB.4998,9124565,,
MB.5001,9124636,,1914
MB.5017,9125221,,
MB.5054,9126633,,2118
MB.5073,9127808,,2216
MB.5081,9142527,,
MB.5084,9149415,,
MB.5086,9150195,,
MB.5092,9201506,,2625
MB.5131,9221533,,
MB.5150,9222501,,
MB.5154,9223019,,2521
MB.5162,9223431,,2562
MB.5169,9223710,,
MB.5171,9223830,,
MB.5172,9223850,,
MB.5174,9223983,,
MB.5176,9224045,,
MB.5186,9224603,,2602
MB.5189,9224651,,
MB.5190,9224836,,2682
MB.5204,9225504,,
MB.5212,9225635,,2597
MB.5219,9225880,,
MB.5224,9226197,,
MB.5244,9227284,,
MB.5275,9228527,,
MB.5277,9242523,,
MB.5278,9243827,,
MB.5279,9245322,,
MB.5280,9248662,,
MB.5281,9250026,,
MB.5292,9301132,,
MB.5311,9320334,,
MB.5312,9320439,,
MB.5331,9320967,,
MB.5335,9321110,,
MB.5383,9322965,,
MB.5384,9323008,,
MB.5392,9323701,,
MB.5397,9323789,,
MB.5405,9324136,,
MB.5407,9324369,,
MB.5420,9325545,,
MB.5426,9325866,,
MB.5434,9326255,,
MB.5453,9327205,,
MB.5470,9327979,,
MB.5489,9356916,,
MB.5490,9357686,,
MB.5492,9359471,,
MB.5493,9359615,,
MB.5513,9401807,,
MB.5520,9402600,,
MB.5540,9405508,,
MB.5546,9406372,,
MB.5547,9406427,,
MB.5552,9407146,,
MB.5558,9407598,,
MB.5559,9407760,,
MB.5571,9410913,,
MB.5591,9413901,,
MB.5629,9417511,,
MB.5633,9500095,,
MB.5636,9500281,,
MB.5640,9501177,,
MB.5652,9507391,,
MB.5655,9511267,,
MB.5656,9615073,,
MB.6206,,,
MB.7000,,,
MB.7001,,,
MB.7002,,,
MB.7003,,,
MB.7004,,,
MB.7005,,,
MB.7006,,,
MB.7007,,,
MB.7008,,,
MB.7009,,,
MB.7010,,,
MB.7011,,,
MB.7012,,,
MB.7013,,,
MB.7014,,,
MB.7015,,,
MB.7017,,,
MB.7018,,,
MB.7019,,,
MB.7020,,,
MB.7022,,,
MB.7023,,,
MB.7024,,,
MB.7025,,,
MB.7026,,,
MB.7027,,,
MB.7028,,,
MB.7029,,,
MB.7030,,,
MB.7031,,,
MB.7032,,,
MB.7034,,,
MB.7035,,,
MB.7036,,,
MB.7037,,,
MB.7038,,,
MB.7039,,,
MB.7040,,,
MB.7041,,,
MB.7042,,,
MB.7043,,,
MB.7044,,,
MB.7045,,,
MB.7046,,,
MB.7048,,,
MB.7049,,,
MB.7050,,,
MB.7051,,,
MB.7052,,,
MB.7053,,,
MB.7054,,,
MB.7055,,,
MB.7056,,,
MB.7057,,,
MB.7058,,,
MB.7059,,,
MB.7060,,,
MB.7061,,,
MB.7062,,,
MB.7063,,,
MB.7065,,,
MB.7066,,,
MB.7067,,,
MB.7068,,,
MB.7069,,,
MB.7070,,,
MB.7071,,,
MB.7072,,,
MB.7073,,,
MB.7074,,,
MB.7075,,,
MB.7076,,,
MB.7077,,,
MB.7078,,,
MB.7079,,,
MB.7080,,,
MB.7081,,,
MB.7082,,,
MB.7083,,,
MB.7084,,,
MB.7085,,,
MB.7086,,,
MB.7087,,,
MB.7088,,,
MB.7089,,,
MB.7090,,,
MB.7091,,,
MB.7092,,,
MB.7093,,,
MB.7094,,,
MB.7095,,,
MB.7096,,,
MB.7097,,,
MB.7099,,,
MB.7100,,,
MB.7101,,,
MB.7102,,,
MB.7104,,,
MB.7106,,,
MB.7107,,,
MB.7109,,,
MB.7111,,,
MB.7112,,,
MB.7113,,,
MB.7114,,,
MB.7115,,,
MB.7116,,,
MB.7118,,,
MB.7119,,,
MB.7121,,,
MB.7122,,,
MB.7123,,,
MB.7124,,,
MB.7127,,,
MB.7128,,,
MB.7130,,,
MB.7131,,,
MB.7132,,,
MB.7133,,,
MB.7135,,,
MB.7137,,,
MB.7138,,,
MB.7140,,,
MB.7141,,,
MB.7142,,,
MB.7143,,,
MB.7144,,,
MB.7145,,,
MB.7147,,,
MB.7148,,,
MB.7149,,,
MB.7150,,,
MB.7151,,,
MB.7152,,,
MB.7153,,,
MB.7154,,,
MB.7155,,,
MB.7157,,,
MB.7158,,,
MB.7159,,,
MB.7160,,,
MB.7161,,,
MB.7162,,,
MB.7163,,,
MB.7164,,,
MB.7165,,,
MB.7167,,,
MB.7168,,,
MB.7170,,,
MB.7171,,,
MB.7172,,,
MB.7173,,,
MB.7174,,,
MB.7176,,,
MB.7181,,,
MB.7182,,,
MB.7185,,,
MB.7186,,,
MB.7187,,,
MB.7188,,,
MB.7189,,,
MB.7193,,,
MB.7194,,,
MB.7195,,,
MB.7196,,,
MB.7197,,,
MB.7198,,,
MB.7199,,,
MB.7200,,,
MB.7201,,,
MB.7205,,,
MB.7207,,,
MB.7208,,,
MB.7212,,,
MB.7215,,,
MB.7216,,,
MB.7217,,,
MB.7218,,,
MB.7219,,,
MB.7220,,,
MB.7225,,,
MB.7226,,,
MB.7227,,,
MB.7228,,,
MB.7229,,,
MB.7230,,,
MB.7231,,,
MB.7232,,,
MB.7233,,,
MB.7234,,,
MB.7235,,,
MB.7236,,,
MB.7237,,,
MB.7238,,,
MB.7241,,,
MB.7243,,,
MB.7244,,,
MB.7249,,,
MB.7250,,,
MB.7251,,,
MB.7252,,,
MB.7253,,,
MB.7254,,,
MB.7256,,,
MB.7258,,,
MB.7260,,,
MB.7262,,,
MB.7263,,,
MB.7264,,,
MB.7266,,,
MB.7267,,,
MB.7268,,,
MB.7269,,,
MB.7270,,,
MB.7273,,,
MB.7275,,,
MB.7276,,,
MB.7277,,,
MB.7278,,,
MB.7279,,,
MB.7280,,,
MB.7281,,,
MB.7283,,,
MB.7284,,,
MB.7285,,,
MB.7286,,,
MB.7287,,,
MB.7288,,,
MB.7289,,,
MB.7291,,,
MB.7292,,,
MB.7293,,,
MB.7294,,,
MB.7295,,,
MB.7296,,,
MB.7297,,,
MB.7298,,,
MB.7299,,,
